CLI,Agence Client,Type Client,Gestionnaire Client,Avec / Sans Compte,Segment Client,Segment Actif/Équipé,Actif/Inactif,Equipé/NonEquipé,District,Date d'EER,Statut Dossier,CLT/NONCLT,DATE SORTIE
43723461,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43723536,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43723610,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43723684,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43723759,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43723833,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43723907,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43723982,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43724056,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43724130,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43724205,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,11/02/2023,DRC Archivé,CLT,
43724279,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/03/2023,DRC Archivé,CLT,
43724353,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,15/11/2023,DRC Archivé,CLT,
43724428,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,29/09/2023,DRC Archivé,CLT,
43724502,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,10/02/2023,DRC à numériser,NON CLT,31/10/2023
43724576,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,26/02/2024,DRC Archivé,CLT,
43724651,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,28/02/2024,DRC à numériser,NON CLT,
43724725,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,21/02/2024,DRC en cours de Validation,NON CLT,
43724799,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,02/05/2024,DRC Archivé,CLT,
43724874,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,25/01/2024,DRC Archivé,CLT,
43724948,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,25/01/2024,DRC Archivé,CLT,
43725022,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,30/01/2024,DRC Archivé,CLT,
43725097,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,30/01/2024,DRC Archivé,CLT,
43725171,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,30/01/2024,DRC Archivé,CLT,
43725245,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,30/01/2024,DRC Archivé,CLT,
43725320,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,30/01/2024,DRC Archivé,CLT,
43725394,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,18/01/2024,DRC Archivé,CLT,
43725468,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,18/01/2024,DRC Archivé,CLT,
43725543,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,24/01/2024,DRC Archivé,CLT,
43725617,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,01/09/2024,DRC Archivé,NON CLT,29/02/2024
43725691,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,01/02/2024,DRC Archivé,NON CLT,07/10/2024
43725766,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,01/02/2024,DRC Archivé,CLT,
43725840,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,01/02/2024,DRC Archivé,CLT,
43725914,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,04/08/2024,DRC Archivé,CLT,
43725989,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,16/04/2024,DRC Archivé,NON CLT,12/03/2024
43726063,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,16/04/2024,DRC Archivé,NON CLT,12/03/2024
43726137,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,19/04/2024,DRC Archivé,CLT,
43726212,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,04/03/2024,DRC en cours de Validation,CLT,
43726286,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,04/04/2024,DRC Archivé,CLT,
43726360,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,04/04/2024,DRC Archivé,CLT,
43726435,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,04/04/2024,DRC Archivé,CLT,
43726509,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,04/04/2024,DRC Archivé,CLT,
43726583,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,04/04/2024,DRC Archivé,CLT,
43726658,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,20/05/2024,DRC Archivé,CLT,
43726732,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,21/05/2024,DRC Archivé,CLT,
43726806,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,21/05/2024,DRC Archivé,CLT,
43726881,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,14/05/2024,DRC Archivé,CLT,
43726955,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,05/06/2024,DRC Archivé,CLT,
43727029,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,05/07/2024,DRC Archivé,CLT,
43727104,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,05/08/2024,DRC Archivé,CLT,
43727178,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,05/08/2024,DRC en cours de Validation,CLT,
43727252,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,05/10/2024,DRC Archivé,CLT,
43727327,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,29/04/2024,DRC à numériser,NON CLT,
43727401,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,05/06/2024,DRC à numériser,NON CLT,
43727475,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,SIEGE,23/04/2024,DRC à numériser,CLT,
43727550,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,05/09/2023,DRC Archivé,CLT,
43727624,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,16/05/2023,DRC à numériser,NON CLT,11/03/2023
43727698,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,16/05/2023,DRC Archivé,CLT,
43727773,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,25/04/2023,DRC Archivé,CLT,
43727847,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,27/04/2023,DRC Archivé,CLT,
43727921,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,27/04/2023,DRC Archivé,CLT,
43727996,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,27/04/2023,DRC Archivé,CLT,
43728070,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,28/04/2023,DRC Archivé,CLT,
43728144,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,05/02/2023,DRC Archivé,NON CLT,11/03/2023
43728219,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,05/02/2023,DRC Archivé,NON CLT,18/09/2024
43728293,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,05/02/2023,DRC Archivé,CLT,
43728367,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,05/02/2023,DRC Archivé,CLT,
43728442,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,05/02/2023,DRC Archivé,NON CLT,11/03/2023
43728516,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,05/02/2023,DRC Archivé,CLT,
43728590,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,05/03/2023,DRC Archivé,CLT,
43728665,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,05/05/2023,DRC Archivé,CLT,
43728739,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,04/07/2023,DRC à numériser,NON CLT,
43728813,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,04/11/2023,DRC Archivé,CLT,
43728888,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,04/11/2023,DRC Archivé,CLT,
43728962,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,04/12/2023,DRC Archivé,CLT,
43729036,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,04/12/2023,DRC Archivé,NON CLT,03/08/2024
43729111,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,14/04/2023,DRC Archivé,NON CLT,18/05/2023
43729185,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,14/04/2023,DRC Archivé,CLT,
43729259,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,17/04/2023,DRC Archivé,CLT,
43729334,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,17/04/2023,DRC Archivé,NON CLT,06/06/2024
43729408,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,17/04/2023,DRC Archivé,CLT,
43729482,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,18/04/2023,DRC Archivé,CLT,
43729557,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,19/04/2023,DRC Archivé,CLT,
43729631,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,22/03/2023,DRC Archivé,CLT,
43729705,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,24/03/2023,DRC Archivé,CLT,
43729780,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,30/03/2023,DRC Archivé,CLT,
43729854,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,04/03/2023,DRC Archivé,CLT,
43729928,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,04/03/2023,DRC Archivé,CLT,
43730003,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,04/03/2023,DRC Archivé,CLT,
43730077,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,04/03/2023,DRC Archivé,CLT,
43730151,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,04/05/2023,DRC Archivé,NON CLT,23/06/2023
43730226,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,04/05/2023,DRC Archivé,CLT,
43730300,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,10/06/2023,DRC Archivé,CLT,
43730374,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,10/09/2023,DRC Archivé,CLT,
43730449,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,10/09/2023,DRC Archivé,CLT,
43730523,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,10/11/2023,DRC à numériser,NON CLT,27/10/2023
43730597,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,10/12/2023,DRC Archivé,CLT,
43730672,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,13/10/2023,DRC Archivé,CLT,
43730746,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,31/10/2023,DRC Archivé,CLT,
43730820,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,22/09/2023,DRC Archivé,CLT,
43730895,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,22/09/2023,DRC Archivé,CLT,
43730969,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,26/09/2023,DRC Archivé,CLT,
43731043,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,08/10/2023,DRC Archivé,CLT,
43731118,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,23/08/2023,DRC Archivé,CLT,
43731192,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,24/08/2023,DRC Archivé,CLT,
43731266,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,28/08/2023,DRC Archivé,CLT,
43731341,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,29/08/2023,DRC Archivé,CLT,
43731415,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,29/08/2023,DRC Archivé,CLT,
43731489,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,29/08/2023,DRC Archivé,CLT,
43731564,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,29/08/2023,DRC Archivé,CLT,
43731638,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,24/07/2023,DRC Archivé,CLT,
43731712,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,28/07/2023,DRC Archivé,CLT,
43731787,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,08/07/2023,DRC Archivé,CLT,
43731861,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,22/06/2023,DRC Archivé,CLT,
43731935,00404-PALMARIUM,Particulier,042-Chargé Clientèle 2 Palmarium,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,07/04/2023,DRC Archivé,CLT,
